index,tweet_id,author_id,inbound,created_at,chat_conversation,response_tweet_id,in_response_to_tweet_id,sentiment_analysis,sentiment,sentiment_explanation
46,52,VerizonSupport,False,Tue Oct 31 22:03:57 +0000 2017,"@115723 Did the lights change on the router when this happened?
^JAY",51,53.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma pergunta técnica sobre o funcionamento do roteador, sem expressar emoções ou opiniões positivas ou negativas. O foco está na busca de informações, o que caracteriza um tom neutro.""
}",Neutro,"A mensagem do usuário é uma pergunta técnica sobre o funcionamento do roteador, sem expressar emoções ou opiniões positivas ou negativas. O foco está na busca de informações, o que caracteriza um tom neutro."
47,53,115723,True,Tue Oct 31 21:58:39 +0000 2017,@VerizonSupport Just randomly boots me offline there it goes again,52,54.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao mencionar que é 'desconectado aleatoriamente', o que indica insatisfação com o serviço. A frase 'there it goes again' sugere que isso é um problema recorrente, reforçando o sentimento negativo.""
}",Negativo,"O usuário expressa frustração ao mencionar que é 'desconectado aleatoriamente', o que indica insatisfação com o serviço. A frase 'there it goes again' sugere que isso é um problema recorrente, reforçando o sentimento negativo."
48,54,VerizonSupport,False,Tue Oct 31 20:11:54 +0000 2017,"@115723 Do you have our Fios service?  When services go out, does the internet light on the router change color? ^BCW",53,55.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fazendo uma pergunta técnica sobre o serviço de internet e o comportamento do roteador, sem expressar emoções positivas ou negativas. A natureza da pergunta sugere uma busca por informações, o que caracteriza um tom neutro.""
}",Neutro,"O usuário está fazendo uma pergunta técnica sobre o serviço de internet e o comportamento do roteador, sem expressar emoções positivas ou negativas. A natureza da pergunta sugere uma busca por informações, o que caracteriza um tom neutro."
49,55,115723,True,Tue Oct 31 20:09:13 +0000 2017,@VerizonSupport Yep,54,56.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma resposta simples e direta ('Yep'), sem expressar emoções claras ou opiniões. Isso indica uma falta de entusiasmo ou descontentamento, resultando em um sentimento neutro.""
}",Neutro,"A mensagem do usuário é uma resposta simples e direta ('Yep'), sem expressar emoções claras ou opiniões. Isso indica uma falta de entusiasmo ou descontentamento, resultando em um sentimento neutro."
50,56,VerizonSupport,False,Tue Oct 31 20:02:25 +0000 2017,"@115723 Are all your services cutting out?
^ACM",55,57.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário está expressando uma preocupação sobre a interrupção dos serviços, o que indica insatisfação ou frustração. A pergunta 'Are all your services cutting out?' sugere um problema que está afetando negativamente a experiência do usuário.""
}",Negativo,"O usuário está expressando uma preocupação sobre a interrupção dos serviços, o que indica insatisfação ou frustração. A pergunta 'Are all your services cutting out?' sugere um problema que está afetando negativamente a experiência do usuário."
51,57,115723,True,Tue Oct 31 19:58:22 +0000 2017,@VerizonSupport Cuts out every 20 minutes this is ridiculous,56,58.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração com o serviço, afirmando que ele 'corta a cada 20 minutos' e descreve a situação como 'ridícula', o que indica insatisfação clara com a qualidade do serviço.""
}",Negativo,"O usuário expressa frustração com o serviço, afirmando que ele 'corta a cada 20 minutos' e descreve a situação como 'ridícula', o que indica insatisfação clara com a qualidade do serviço."
52,58,VerizonSupport,False,Tue Oct 31 19:57:30 +0000 2017,@115723 What did we do to make you feel this way and how can we fix things between us? ^KMG,57,59.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa preocupação e um sentimento de desconforto ao perguntar o que foi feito para causar um sentimento negativo e como consertar as coisas. Isso indica que há um problema ou descontentamento na relação, refletindo um tom negativo. O trecho que demonstra isso é: 'What did we do to make you feel this way'."" 
}",Negativo,"O usuário expressa preocupação e um sentimento de desconforto ao perguntar o que foi feito para causar um sentimento negativo e como consertar as coisas. Isso indica que há um problema ou descontentamento na relação, refletindo um tom negativo. O trecho que demonstra isso é: 'What did we do to make you feel this way'."
53,59,115723,True,Tue Oct 31 19:54:51 +0000 2017,@115722 is the worst ISP I’ve ever had,58,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa claramente insatisfação ao afirmar que '@115722 is the worst ISP I’ve ever had', o que indica uma experiência muito ruim com o provedor de internet, refletindo um sentimento negativo.""
}",Negativo,"O usuário expressa claramente insatisfação ao afirmar que '@115722 is the worst ISP I’ve ever had', o que indica uma experiência muito ruim com o provedor de internet, refletindo um sentimento negativo."
54,60,VerizonSupport,False,Tue Oct 31 22:04:29 +0000 2017,"@115724 In what area are you located? All of your services are down at this time?
^HSB",,61.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa preocupação e insatisfação ao questionar sobre a localização e a indisponibilidade dos serviços, o que indica frustração. A frase 'All of your services are down at this time?' sugere um tom de descontentamento.""
}",Negativo,"O usuário expressa preocupação e insatisfação ao questionar sobre a localização e a indisponibilidade dos serviços, o que indica frustração. A frase 'All of your services are down at this time?' sugere um tom de descontentamento."
55,61,115724,True,Tue Oct 31 22:00:36 +0000 2017,".@VerizonSupport @115725 @115726                                                 &gt;All of VERIZON IS DOWN&lt;
When can we expect a fix ?",60,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e preocupação com a situação de serviço da Verizon, indicando que 'All of VERIZON IS DOWN', o que sugere insatisfação e um pedido urgente por uma solução.""
}",Negativo,"O usuário expressa frustração e preocupação com a situação de serviço da Verizon, indicando que 'All of VERIZON IS DOWN', o que sugere insatisfação e um pedido urgente por uma solução."
56,62,VerizonSupport,False,Tue Oct 31 22:00:29 +0000 2017,"@115727 Which app are you referring too? 
^ACM",,63.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário faz uma pergunta direta e objetiva sobre um aplicativo, sem expressar emoções ou opiniões que indiquem um sentimento positivo ou negativo. A frase 'Which app are you referring too?' é neutra e não carrega conotações emocionais.""
}",Neutro,"O usuário faz uma pergunta direta e objetiva sobre um aplicativo, sem expressar emoções ou opiniões que indiquem um sentimento positivo ou negativo. A frase 'Which app are you referring too?' é neutra e não carrega conotações emocionais."
57,63,115727,True,Tue Oct 31 21:56:55 +0000 2017,@115725 fix your app it won't even open,62,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao afirmar que o aplicativo não abre, o que indica insatisfação com o serviço. A frase 'fix your app it won't even open' demonstra claramente um sentimento de descontentamento.""
}",Negativo,"O usuário expressa frustração ao afirmar que o aplicativo não abre, o que indica insatisfação com o serviço. A frase 'fix your app it won't even open' demonstra claramente um sentimento de descontentamento."
58,64,ChipotleTweets,False,Tue Oct 31 22:14:28 +0000 2017,@115728 I still think you look great! -Becky,65,66.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""A mensagem do usuário expressa um elogio, afirmando que a outra pessoa 'ainda' parece ótima, o que indica um sentimento de apoio e apreciação. O uso da palavra 'great' reforça a positividade da afirmação.""
}",Positivo,"A mensagem do usuário expressa um elogio, afirmando que a outra pessoa 'ainda' parece ótima, o que indica um sentimento de apoio e apreciação. O uso da palavra 'great' reforça a positividade da afirmação."
59,65,115728,True,Tue Oct 31 22:15:30 +0000 2017,@ChipotleTweets @ChipotleTweets Becky is very nice,,64.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa um elogio ao mencionar que 'Becky is very nice', o que indica um sentimento positivo em relação a Becky.""
}",Positivo,"O usuário expressa um elogio ao mencionar que 'Becky is very nice', o que indica um sentimento positivo em relação a Becky."
60,66,115728,True,Tue Oct 31 22:03:38 +0000 2017,"@ChipotleTweets @28 
I don't fit in my Veggie Burrito costume #Halloween https://t.co/7tJDVpzLWn","64,67",,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma insatisfação ao afirmar que 'não cabe no meu traje de burrito vegetariano', o que indica um sentimento de desconforto ou frustração em relação à sua situação. Essa insatisfação é evidenciada pela escolha de palavras que transmitem uma sensação de inadequação.""
}",Negativo,"O usuário expressa uma insatisfação ao afirmar que 'não cabe no meu traje de burrito vegetariano', o que indica um sentimento de desconforto ou frustração em relação à sua situação. Essa insatisfação é evidenciada pela escolha de palavras que transmitem uma sensação de inadequação."
61,68,ChipotleTweets,False,Tue Oct 31 22:14:00 +0000 2017,@115729 I'm so sorry about that. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky,,69.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa um pedido de desculpas e solicita mais informações para ajudar, o que indica que há uma situação problemática ou insatisfatória que precisa ser resolvida. A frase 'I'm so sorry about that' sugere um sentimento de empatia em relação a uma situação negativa.""
}",Negativo,"O usuário expressa um pedido de desculpas e solicita mais informações para ajudar, o que indica que há uma situação problemática ou insatisfatória que precisa ser resolvida. A frase 'I'm so sorry about that' sugere um sentimento de empatia em relação a uma situação negativa."
62,69,115729,True,Tue Oct 31 22:03:32 +0000 2017,@ChipotleTweets messed up today and didn’t give me my $3 burrito although I was dressed up 😭,68,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e descontentamento ao relatar que não recebeu o burrito que pediu, o que é evidenciado pela frase 'messed up today' e o uso do emoji de choro '😭', indicando uma experiência negativa.""
}",Negativo,"O usuário expressa frustração e descontentamento ao relatar que não recebeu o burrito que pediu, o que é evidenciado pela frase 'messed up today' e o uso do emoji de choro '😭', indicando uma experiência negativa."
